id,label
story and dialogue,Entity
whether the player has completed the recommended prerequisite quests,Entity
event story,Entity
player's progression outside of the event,Entity
spoilers for the quests they have not yet completed,Entity
all quest requirements,Entity
Graven Innocence,Entity
The Trail of the God of Wisdom,Entity
players,Entity
No events released after Secret Summer Paradise,Entity
17 Events,Entity
Quick Start feature,Entity
4 Quests,Entity
Chapter I,Entity
Contracts,Entity
glass,Entity
Hydro user,Entity
word of adepti,Entity
Adepti,Entity
Jueyun Karst,Entity
sigil,Entity
assassinated,Entity
"Cloud Retainer, Mountain Shaper",Entity
Jueyun,Entity
Ghost,Entity
inn,Entity
Chef,Entity
food,Entity
innocent spirit,Entity
Man,Entity
Brother,Entity
amber,Entity
angered,Entity
to be found,Entity
stone table,Entity
domain,Entity
puzzles,Entity
ritual,Entity
Herald,Entity
eye,Entity
destroy the Defiled Statue,Entity
attack,Entity
portal,Entity
Beyond the Smoke and Mirrors,Entity
Chasca,Entity
Wayna,Entity
Vichama,Entity
obsidian and rope,Entity
Vichama's tribe,Entity
Monsters,Entity
Spiritspeaker Stone,Entity
Mallko's final memory,Entity
Chasca's past,Entity
Chuychu,Entity
support Chasca,Entity
Stadium of the Sacred Flame,Entity
Mavuika,Entity
Capitano,Entity
Night Kingdom,Entity
Iansan,Entity
go with group,Entity
Chasca and Iansan,Entity
hilichurls and Saurian manifestations,Entity
Mallko,Entity
help,Entity
Riftwolves,Entity
friends to accompany her to Wayob,Entity
Wayob's consciousness,Entity
totem,Entity
Comonqui,Entity
Mallko's spirit,Entity
Pyro Archon refuses to share power,Entity
Mualani and Kachina,Entity
Tupac,Entity
plan to save Natlan,Entity
ceiling of Night Realm,Entity
Natlanese for Abyssal contamination,Entity
Traveler will play important role,Entity
tribes and Wayob weakened,Entity
patience,Entity
keepsakes had Contending Flame,Entity
items' owners contributed to Natlan's survival,Entity
Kachina's return,Entity
Traveler to help save Natlan,Entity
support and Ancient Name,Entity
order with Xilonen,Entity
Rezanov,Entity
Capitano of Pyro Archon's weakened state,Entity
to take Gnosis,Entity
Unknown person,Entity
Capitano about Mavuika's decision,Entity
unknown person's usefulness,Entity
Chapter V,Entity
The Rainbow Destined to Burn,Entity
Lord of the Night,Entity
Lord of the Night's dream,Entity
Xilonen,Entity
materials,Entity
track down Ororon,Entity
Citlali,Entity
Ororon's home,Entity
Ororon,Entity
Tribe,Entity
Aphids,Entity
phlogiston trail,Entity
insecurity,Entity
trail,Entity
distress signal,Entity
fight,Entity
paths,Entity
"goals, motivations, and mistrust",Entity
not to tell Citlali,Entity
reality,Entity
Fatui camp,Entity
Kosterlitzky,Entity
meeting spot,Entity
Traveler's judgement,Entity
Mavuika's plan,Entity
Capitano wants Gnosis,Entity
Backup plan,Entity
Ororon's collusion with the Fatui,Entity
Citlali's interruption,Entity
Ororon might know something,Entity
the group with an illusion,Entity
talking over a meal,Entity
drunk,Entity
hearing Citlali's thoughts,Entity
insecurity about her age,Entity
Ororon's incomplete soul,Entity
a nation-wide attack,Entity
need to speak to Mavuika,Entity
backup plan,Entity
participation in defense,Entity
caravan,Entity
Chasca and Chuychu,Entity
Fatui's interest in the Source Mechanism,Entity
defend the tribe,Entity
soul stabilization,Entity
Ifa,Entity
replacement gem,Entity
The bag,Entity
spell,Entity
Spell,Entity
memories,Entity
alone,Entity
tribesman,Entity
Tribesman,Entity
if he knew Citlali,Entity
Ororon's lie,Entity
Tarko,Entity
souls,Entity
subordinates,Entity
escaping soul,Entity
looking into Night Kingdom,Entity
could sense the truth,Entity
reconstruct Ley Lines,Entity
Ley Lines,Entity
They,Entity
All Fires Fuel the Flame,Entity
Bidii,Entity
devotion,Entity
Sanhaj,Entity
Masters of Night-Wind,Entity
Yohualtecuhtin,Entity
Angels,Entity
Seelies,Entity
vuika,Entity
Source Mechanism,Entity
scholars,Entity
Ayizu,Entity
secret of the Gnosis,Entity
attacks,Entity
chamber,Entity
Ancient Name,Entity
life,Entity
Traveler's status,Entity
fate of death,Entity
Pilgrim's Chronicle,Entity
rest,Entity
Citlali and Xilonen,Entity
parchment,Entity
Abyss attack,Entity
Tumpisto,Entity
Xilonen and Kachina,Entity
hot air balloon,Entity
pylons to appear,Entity
Pylons,Entity
hilichurls and riftwolves,Entity
Abyssal invasion,Entity
defenders,Entity
remaining defenders,Entity
Chimalli,Entity
base lost,Entity
purple streak,Entity
Traveler's attacks,Entity
damage,Entity
battle report,Entity
Maztl,Entity
tumors came from sky-demon,Entity
Kachina and Xilonen,Entity
Pacal,Entity
full evacuation,Entity
support team,Entity
monsters surrounding Chasca and Chuychu,Entity
abyssal energy,Entity
injuries,Entity
Menilek,Entity
Chasca's pain,Entity
Mavuika and six heroes,Entity
Archon,Entity
Night Warden War,Entity
Chuychu to say her final words,Entity
Chasca to control her grief,Entity
destroy the tumors,Entity
Mavuika's powers,Entity
destroying the tumors,Entity
Defenders,Entity
Abyss sending larger units,Entity
extinguish the Sacred Flame,Entity
defend the stadium,Entity
Natlanese,Entity
joy,Entity
Mavuika's attack,Entity
false sky,Entity
Abyss forced deep into Night Kingdom,Entity
grant the fallen a worthy funeral,Entity
moment of silence,Entity
regret,Entity
Traveler to accompany her,Entity
Mavuika slated to die,Entity
circumvent Mavuika's death,Entity
her past,Entity
reasoning for requesting aid,Entity
only person to safely join final assault,Entity
Traveler to back her up,Entity
stay behind,Entity
how Capitano was aware,Entity
final foe,Entity
Interlude Chapter,Entity
Interlude,Entity
Incandescent Ode of Resurrection,Entity
Guthred developed medicine,Entity
Guthred,Entity
Capitano's second-in-command,Entity
himself as a test subject,Entity
Traveler to ask a question,Entity
Ronova,Entity
his true face,Entity
Capitano's suffering,Entity
Traveler about a messenger,Entity
creating Traveler's Ancient Name,Entity
"Mualani, Kinich, Ajaw, Kachina, Citlali, Ororon",Entity
process of creating Ancient Name,Entity
information to Xilonen,Entity
chronicle to Traveler,Entity
Ayo,Entity
despondent,Entity
medicine,Entity
Xilonen's workshop,Entity
Tumaini,Entity
Traveler and Mavuika,Entity
test,Entity
Traveler's soul,Entity
save souls,Entity
Vichama to Night Kingdom,Entity
Zumalli,Entity
herself and Traveler,Entity
go to lair,Entity
Cryo-aligned herald,Entity
Hine,Entity
support Mavuika,Entity
Mallko and Vichama,Entity
"Brous Mimesis, Bona, and Cocouik",Entity
Traveler and allies,Entity
stronger mimesis,Entity
mimesis,Entity
Spirits,Entity
due to Ley Lines,Entity
iktomisaurus and qucusaur,Entity
circular arena,Entity
Heroes of 500 years ago,Entity
seelies,Entity
Traveler to Mavuika,Entity
Gosoythoth,Entity
sword-wielding dragon,Entity
Pyro power to Traveler,Entity
Void,Entity
Mavuika and Traveler,Entity
celebration ceremony,Entity
feathered crown on Traveler,Entity
Traveler about Mavuika's fate,Entity
Traveler and Citlali,Entity
Ochkanatlan,Entity
Mavuika's death,Entity
her life to Sacred Flame,Entity
his modified heart,Entity
crown at monument,Entity
Sadigua,Entity
Traveler's deeds,Entity
Capitano requested Tsaritsa to abolish his mission,Entity
Tsaritsa to abolish his mission,Entity
Capitano's request,Entity
another Harbinger will steal Pyro Gnosis,Entity
worst-case scenario,Entity
Traveler should go to Nod-Krai,Entity
Nod-Krai,Entity
conflict,Entity
Dottore's men snooping around in Natlan,Entity
Traveler about Dottore's plans,Entity
people who can control all elements without a Vision,Entity
Dottore's men,Entity
Teyvat's false sky,Entity
Chapter VI,Entity
Chapter ???,Entity
her people,Entity
Tsaritsa's followers,Entity
rebellion against Celestia,Entity
Chapter ??,Entity
Epilogue,Entity
outside of Teyvat,Entity
